Away,Home
St.LouisCardinals,TorontoBlueJays
SanFranciscoGiants,ArizonaD'Backs
TampaBayRays,BaltimoreOrioles
ClevelandGuardians,BostonRedSox
MiamiMarlins,CincinnatiReds
ChicagoWhiteSox,ColoradoRockies
SanDiegoPadres,DetroitTigers
LosAngelesAngels,KansasCityRoyals
WashingtonNationals,LosAngelesDodgers
MinnesotaTwins,MilwaukeeBrewers
NewYorkYankees,NewYorkMets
HoustonAstros,OaklandAthletics
AtlantaBraves,PhiladelphiaPhillies
TexasRangers,SeattleMariners
St.LouisCardinals,TorontoBlueJays
TexasRangers,LosAngelesAngels
TampaBayRays,BaltimoreOrioles
ClevelandGuardians,BostonRedSox
MiamiMarlins,CincinnatiReds
LosAngelesDodgers,ColoradoRockies
SeattleMariners,HoustonAstros
KansasCityRoyals,NewYorkYankees
PhiladelphiaPhillies,PittsburghPirates
ChicagoCubs,SanFranciscoGiants
DetroitTigers,TorontoBlueJays
TexasRangers,LosAngelesAngels
ArizonaD'Backs,AtlantaBraves
MilwaukeeBrewers,BostonRedSox
OaklandAthletics,ChicagoWhiteSox
BaltimoreOrioles,CincinnatiReds
LosAngelesDodgers,ColoradoRockies
SeattleMariners,HoustonAstros
NewYorkMets,MiamiMarlins
KansasCityRoyals,NewYorkYankees
PhiladelphiaPhillies,PittsburghPirates
MinnesotaTwins,SanDiegoPadres
ChicagoCubs,SanFranciscoGiants
ClevelandGuardians,TampaBayRays
DetroitTigers,TorontoBlueJays
St.LouisCardinals,WashingtonNationals
TexasRangers,LosAngelesAngels
ArizonaD'Backs,AtlantaBraves
MilwaukeeBrewers,BostonRedSox
OaklandAthletics,ChicagoWhiteSox
BaltimoreOrioles,CincinnatiReds
LosAngelesDodgers,ColoradoRockies
SeattleMariners,HoustonAstros
NewYorkMets,MiamiMarlins
KansasCityRoyals,NewYorkYankees
PhiladelphiaPhillies,PittsburghPirates
MinnesotaTwins,SanDiegoPadres
ChicagoCubs,SanFranciscoGiants
ClevelandGuardians,TampaBayRays
DetroitTigers,TorontoBlueJays
St.LouisCardinals,WashingtonNationals
TexasRangers,LosAngelesAngels
ArizonaD'Backs,AtlantaBraves
MilwaukeeBrewers,BostonRedSox
OaklandAthletics,ChicagoWhiteSox
BaltimoreOrioles,CincinnatiReds
LosAngelesDodgers,ColoradoRockies
SeattleMariners,HoustonAstros
NewYorkMets,MiamiMarlins
KansasCityRoyals,NewYorkYankees
PhiladelphiaPhillies,PittsburghPirates
MinnesotaTwins,SanDiegoPadres
ChicagoCubs,SanFranciscoGiants
ClevelandGuardians,TampaBayRays
DetroitTigers,TorontoBlueJays
St.LouisCardinals,WashingtonNationals
KansasCityRoyals,ChicagoWhiteSox
ArizonaD'Backs,ClevelandGuardians
BostonRedSox,HoustonAstros
CincinnatiReds,MiamiMarlins
DetroitTigers,MinnesotaTwins
SeattleMariners,NewYorkYankees
ColoradoRockies,SanDiegoPadres
LosAngelesDodgers,SanFranciscoGiants
BaltimoreOrioles,TexasRangers
NewYorkMets,WashingtonNationals
OaklandAthletics,LosAngelesAngels
PhiladelphiaPhillies,AtlantaBraves
KansasCityRoyals,ChicagoWhiteSox
ArizonaD'Backs,ClevelandGuardians
BostonRedSox,HoustonAstros
CincinnatiReds,MiamiMarlins
DetroitTigers,MinnesotaTwins
SeattleMariners,NewYorkYankees
MilwaukeeBrewers,PittsburghPirates
ColoradoRockies,SanDiegoPadres
ColoradoRockies,SanDiegoPadres
LosAngelesDodgers,SanFranciscoGiants
ChicagoCubs,St.LouisCardinals
TorontoBlueJays,TampaBayRays
BaltimoreOrioles,TexasRangers
NewYorkMets,WashingtonNationals
OaklandAthletics,LosAngelesAngels
PhiladelphiaPhillies,AtlantaBraves
KansasCityRoyals,ChicagoWhiteSox
ArizonaD'Backs,ClevelandGuardians
BostonRedSox,HoustonAstros
CincinnatiReds,MiamiMarlins
DetroitTigers,MinnesotaTwins
SeattleMariners,NewYorkYankees
MilwaukeeBrewers,PittsburghPirates
ColoradoRockies,SanDiegoPadres
LosAngelesDodgers,SanFranciscoGiants
TorontoBlueJays,TampaBayRays
BaltimoreOrioles,TexasRangers
NewYorkMets,WashingtonNationals
OaklandAthletics,LosAngelesAngels
HoustonAstros,ClevelandGuardians
TampaBayRays,DetroitTigers
BostonRedSox,KansasCityRoyals
TorontoBlueJays,MinnesotaTwins
AtlantaBraves,NewYorkMets
WashingtonNationals,PhiladelphiaPhillies
MilwaukeeBrewers,PittsburghPirates
ColoradoRockies,SanDiegoPadres
LosAngelesDodgers,SanFranciscoGiants
ChicagoCubs,St.LouisCardinals
ChicagoCubs,St.LouisCardinals
ChicagoWhiteSox,TexasRangers
ColoradoRockies,ArizonaD'Backs
PittsburghPirates,BaltimoreOrioles
MiamiMarlins,ChicagoCubs
HoustonAstros,ClevelandGuardians
TampaBayRays,DetroitTigers
BostonRedSox,KansasCityRoyals
SanDiegoPadres,LosAngelesDodgers
CincinnatiReds,MilwaukeeBrewers
TorontoBlueJays,MinnesotaTwins
AtlantaBraves,NewYorkMets
WashingtonNationals,PhiladelphiaPhillies
LosAngelesAngels,SeattleMariners
NewYorkYankees,St.LouisCardinals
ChicagoWhiteSox,TexasRangers
ColoradoRockies,ArizonaD'Backs
PittsburghPirates,BaltimoreOrioles
MiamiMarlins,ChicagoCubs
HoustonAstros,ClevelandGuardians
TampaBayRays,DetroitTigers
BostonRedSox,KansasCityRoyals
SanDiegoPadres,LosAngelesDodgers
CincinnatiReds,MilwaukeeBrewers
TorontoBlueJays,MinnesotaTwins
AtlantaBraves,NewYorkMets
AtlantaBraves,NewYorkMets
SanFranciscoGiants,OaklandAthletics
WashingtonNationals,PhiladelphiaPhillies
LosAngelesAngels,SeattleMariners
LosAngelesAngels,SeattleMariners
NewYorkYankees,St.LouisCardinals
ChicagoWhiteSox,TexasRangers
ColoradoRockies,ArizonaD'Backs
PittsburghPirates,BaltimoreOrioles
MiamiMarlins,ChicagoCubs
HoustonAstros,ClevelandGuardians
TampaBayRays,DetroitTigers
BostonRedSox,KansasCityRoyals
SanDiegoPadres,LosAngelesDodgers
CincinnatiReds,MilwaukeeBrewers
TorontoBlueJays,MinnesotaTwins
AtlantaBraves,NewYorkMets
SanFranciscoGiants,OaklandAthletics
WashingtonNationals,PhiladelphiaPhillies
LosAngelesAngels,SeattleMariners
NewYorkYankees,St.LouisCardinals
ChicagoWhiteSox,TexasRangers
PittsburghPirates,ArizonaD'Backs
TorontoBlueJays,BaltimoreOrioles
WashingtonNationals,ChicagoCubs
CincinnatiReds,NewYorkMets
LosAngelesAngels,OaklandAthletics
SanFranciscoGiants,SanDiegoPadres
NewYorkYankees,SeattleMariners
PittsburghPirates,ArizonaD'Backs
TorontoBlueJays,BaltimoreOrioles
AtlantaBraves,BostonRedSox
WashingtonNationals,ChicagoCubs
St.LouisCardinals,ColoradoRockies
ClevelandGuardians,DetroitTigers
TexasRangers,HoustonAstros
ChicagoWhiteSox,KansasCityRoyals
ChicagoWhiteSox,KansasCityRoyals
MinnesotaTwins,LosAngelesDodgers
TampaBayRays,MilwaukeeBrewers
CincinnatiReds,NewYorkMets
LosAngelesAngels,OaklandAthletics
MiamiMarlins,PhiladelphiaPhillies
SanFranciscoGiants,SanDiegoPadres
NewYorkYankees,SeattleMariners
PittsburghPirates,ArizonaD'Backs
AtlantaBraves,BostonRedSox
WashingtonNationals,ChicagoCubs
St.LouisCardinals,ColoradoRockies
ClevelandGuardians,DetroitTigers
TexasRangers,HoustonAstros
ChicagoWhiteSox,KansasCityRoyals
MinnesotaTwins,LosAngelesDodgers
TampaBayRays,MilwaukeeBrewers
CincinnatiReds,NewYorkMets
LosAngelesAngels,OaklandAthletics
MiamiMarlins,PhiladelphiaPhillies
SanFranciscoGiants,SanDiegoPadres
NewYorkYankees,SeattleMariners
PittsburghPirates,ArizonaD'Backs
BaltimoreOrioles,BostonRedSox
ChicagoCubs,CincinnatiReds
St.LouisCardinals,ColoradoRockies
ClevelandGuardians,DetroitTigers
TexasRangers,HoustonAstros
ChicagoWhiteSox,KansasCityRoyals
MiamiMarlins,PhiladelphiaPhillies
MinnesotaTwins,LosAngelesAngels
NewYorkYankees,BostonRedSox
DetroitTigers,ChicagoWhiteSox
ArizonaD'Backs,ColoradoRockies
OaklandAthletics,HoustonAstros
LosAngelesDodgers,KansasCityRoyals
AtlantaBraves,MiamiMarlins
PhiladelphiaPhillies,NewYorkMets
PittsburghPirates,SanFranciscoGiants
MilwaukeeBrewers,St.LouisCardinals
BaltimoreOrioles,TampaBayRays
SeattleMariners,TexasRangers
ClevelandGuardians,TorontoBlueJays
SanDiegoPadres,WashingtonNationals
MinnesotaTwins,LosAngelesAngels
NewYorkYankees,BostonRedSox
DetroitTigers,ChicagoWhiteSox
ChicagoCubs,CincinnatiReds
ArizonaD'Backs,ColoradoRockies
OaklandAthletics,HoustonAstros
LosAngelesDodgers,KansasCityRoyals
AtlantaBraves,MiamiMarlins
AtlantaBraves,MiamiMarlins
PhiladelphiaPhillies,NewYorkMets
PittsburghPirates,SanFranciscoGiants
MilwaukeeBrewers,St.LouisCardinals
BaltimoreOrioles,TampaBayRays
SeattleMariners,TexasRangers
ClevelandGuardians,TorontoBlueJays
SanDiegoPadres,WashingtonNationals
MinnesotaTwins,LosAngelesAngels
NewYorkYankees,BostonRedSox
DetroitTigers,ChicagoWhiteSox
ChicagoCubs,CincinnatiReds
ArizonaD'Backs,ColoradoRockies
OaklandAthletics,HoustonAstros
LosAngelesDodgers,KansasCityRoyals
AtlantaBraves,MiamiMarlins
PhiladelphiaPhillies,NewYorkMets
PittsburghPirates,SanFranciscoGiants
MilwaukeeBrewers,St.LouisCardinals
BaltimoreOrioles,TampaBayRays
SeattleMariners,TexasRangers
ClevelandGuardians,TorontoBlueJays
SanDiegoPadres,WashingtonNationals
SeattleMariners,LosAngelesAngels
NewYorkMets,AtlantaBraves
HoustonAstros,ChicagoWhiteSox
PhiladelphiaPhillies,CincinnatiReds
DetroitTigers,ClevelandGuardians
DetroitTigers,ClevelandGuardians
SanDiegoPadres,MiamiMarlins
LosAngelesDodgers,MilwaukeeBrewers
KansasCityRoyals,MinnesotaTwins
TampaBayRays,NewYorkYankees
ArizonaD'Backs,SanFranciscoGiants
OaklandAthletics,TexasRangers
BaltimoreOrioles,TorontoBlueJays
ChicagoCubs,WashingtonNationals
SeattleMariners,LosAngelesAngels
NewYorkMets,AtlantaBraves
HoustonAstros,ChicagoWhiteSox
PhiladelphiaPhillies,CincinnatiReds
DetroitTigers,ClevelandGuardians
SanDiegoPadres,MiamiMarlins
LosAngelesDodgers,MilwaukeeBrewers
KansasCityRoyals,MinnesotaTwins
TampaBayRays,NewYorkYankees
BostonRedSox,PittsburghPirates
ArizonaD'Backs,SanFranciscoGiants
ColoradoRockies,St.LouisCardinals
OaklandAthletics,TexasRangers
BaltimoreOrioles,TorontoBlueJays
ChicagoCubs,WashingtonNationals
SeattleMariners,LosAngelesAngels
NewYorkMets,AtlantaBraves
HoustonAstros,ChicagoWhiteSox
PhiladelphiaPhillies,CincinnatiReds
DetroitTigers,ClevelandGuardians
SanDiegoPadres,MiamiMarlins
LosAngelesDodgers,MilwaukeeBrewers
KansasCityRoyals,MinnesotaTwins
TampaBayRays,NewYorkYankees
BostonRedSox,PittsburghPirates
ArizonaD'Backs,SanFranciscoGiants
ColoradoRockies,St.LouisCardinals
OaklandAthletics,TexasRangers
BaltimoreOrioles,TorontoBlueJays
ChicagoCubs,WashingtonNationals
NewYorkMets,AtlantaBraves
ChicagoCubs,BaltimoreOrioles
HoustonAstros,ChicagoWhiteSox
LosAngelesDodgers,MilwaukeeBrewers
TorontoBlueJays,NewYorkYankees
BostonRedSox,PittsburghPirates
WashingtonNationals,SanDiegoPadres
ArizonaD'Backs,SanFranciscoGiants
ColoradoRockies,St.LouisCardinals
KansasCityRoyals,TampaBayRays
OaklandAthletics,TexasRangers
St.LouisCardinals,ArizonaD'Backs
HoustonAstros,AtlantaBraves
BostonRedSox,BaltimoreOrioles
MilwaukeeBrewers,ChicagoCubs
ChicagoWhiteSox,ClevelandGuardians
SanFranciscoGiants,ColoradoRockies
LosAngelesAngels,DetroitTigers
MiamiMarlins,LosAngelesDodgers
TexasRangers,MinnesotaTwins
TorontoBlueJays,NewYorkYankees
SeattleMariners,OaklandAthletics
NewYorkMets,PhiladelphiaPhillies
CincinnatiReds,PittsburghPirates
WashingtonNationals,SanDiegoPadres
KansasCityRoyals,TampaBayRays
St.LouisCardinals,ArizonaD'Backs
HoustonAstros,AtlantaBraves
BostonRedSox,BaltimoreOrioles
MilwaukeeBrewers,ChicagoCubs
ChicagoWhiteSox,ClevelandGuardians
SanFranciscoGiants,ColoradoRockies
LosAngelesAngels,DetroitTigers
MiamiMarlins,LosAngelesDodgers
TexasRangers,MinnesotaTwins
TorontoBlueJays,NewYorkYankees
SeattleMariners,OaklandAthletics
NewYorkMets,PhiladelphiaPhillies
NewYorkMets,PhiladelphiaPhillies
CincinnatiReds,PittsburghPirates
WashingtonNationals,SanDiegoPadres
KansasCityRoyals,TampaBayRays
St.LouisCardinals,ArizonaD'Backs
HoustonAstros,AtlantaBraves
BostonRedSox,BaltimoreOrioles
MilwaukeeBrewers,ChicagoCubs
SanFranciscoGiants,ColoradoRockies
LosAngelesAngels,DetroitTigers
MiamiMarlins,LosAngelesDodgers
TexasRangers,MinnesotaTwins
TorontoBlueJays,NewYorkYankees
SeattleMariners,OaklandAthletics
NewYorkMets,PhiladelphiaPhillies
CincinnatiReds,PittsburghPirates
WashingtonNationals,SanDiegoPadres
KansasCityRoyals,TampaBayRays
St.LouisCardinals,ChicagoCubs
ChicagoWhiteSox,KansasCityRoyals
MilwaukeeBrewers,LosAngelesDodgers
TexasRangers,MinnesotaTwins
NewYorkMets,NewYorkYankees
MiamiMarlins,OaklandAthletics
CincinnatiReds,PhiladelphiaPhillies
AtlantaBraves,PittsburghPirates
LosAngelesAngels,TampaBayRays
ChicagoWhiteSox,BaltimoreOrioles
TorontoBlueJays,BostonRedSox
St.LouisCardinals,ChicagoCubs
St.LouisCardinals,ChicagoCubs
TexasRangers,ColoradoRockies
SanFranciscoGiants,DetroitTigers
MinnesotaTwins,HoustonAstros
ArizonaD'Backs,KansasCityRoyals
MilwaukeeBrewers,LosAngelesDodgers
NewYorkMets,NewYorkYankees
MiamiMarlins,OaklandAthletics
CincinnatiReds,PhiladelphiaPhillies
AtlantaBraves,PittsburghPirates
ClevelandGuardians,SanDiegoPadres
WashingtonNationals,SeattleMariners
LosAngelesAngels,TampaBayRays
ChicagoWhiteSox,BaltimoreOrioles
TorontoBlueJays,BostonRedSox
St.LouisCardinals,ChicagoCubs
TexasRangers,ColoradoRockies
SanFranciscoGiants,DetroitTigers
MinnesotaTwins,HoustonAstros
ArizonaD'Backs,KansasCityRoyals
MilwaukeeBrewers,LosAngelesDodgers
MiamiMarlins,OaklandAthletics
CincinnatiReds,PhiladelphiaPhillies
AtlantaBraves,PittsburghPirates
ClevelandGuardians,SanDiegoPadres
WashingtonNationals,SeattleMariners
LosAngelesAngels,TampaBayRays
ChicagoWhiteSox,BaltimoreOrioles
TorontoBlueJays,BostonRedSox
St.LouisCardinals,ChicagoCubs
MinnesotaTwins,HoustonAstros
ColoradoRockies,NewYorkMets
NewYorkYankees,OaklandAthletics
CincinnatiReds,PhiladelphiaPhillies
ClevelandGuardians,SeattleMariners
LosAngelesAngels,TampaBayRays
TampaBayRays,BostonRedSox
ArizonaD'Backs,ChicagoWhiteSox
BaltimoreOrioles,HoustonAstros
SanDiegoPadres,KansasCityRoyals
LosAngelesDodgers,MiamiMarlins
ChicagoCubs,MilwaukeeBrewers
SanFranciscoGiants,MinnesotaTwins
ColoradoRockies,NewYorkMets
NewYorkYankees,OaklandAthletics
PittsburghPirates,PhiladelphiaPhillies
ClevelandGuardians,SeattleMariners
AtlantaBraves,St.LouisCardinals
DetroitTigers,TexasRangers
LosAngelesAngels,TorontoBlueJays
CincinnatiReds,WashingtonNationals
TampaBayRays,BostonRedSox
ArizonaD'Backs,ChicagoWhiteSox
BaltimoreOrioles,HoustonAstros
SanDiegoPadres,KansasCityRoyals
LosAngelesDodgers,MiamiMarlins
ChicagoCubs,MilwaukeeBrewers
SanFranciscoGiants,MinnesotaTwins
ColoradoRockies,NewYorkMets
NewYorkYankees,OaklandAthletics
PittsburghPirates,PhiladelphiaPhillies
ClevelandGuardians,SeattleMariners
AtlantaBraves,St.LouisCardinals
DetroitTigers,TexasRangers
LosAngelesAngels,TorontoBlueJays
CincinnatiReds,WashingtonNationals
TampaBayRays,BostonRedSox
ArizonaD'Backs,ChicagoWhiteSox
BaltimoreOrioles,HoustonAstros
SanDiegoPadres,KansasCityRoyals
LosAngelesDodgers,MiamiMarlins
ChicagoCubs,MilwaukeeBrewers
SanFranciscoGiants,MinnesotaTwins
ColoradoRockies,NewYorkMets
NewYorkYankees,OaklandAthletics
PittsburghPirates,PhiladelphiaPhillies
ClevelandGuardians,SeattleMariners
AtlantaBraves,St.LouisCardinals
DetroitTigers,TexasRangers
LosAngelesAngels,TorontoBlueJays
CincinnatiReds,WashingtonNationals
NewYorkYankees,LosAngelesAngels
PhiladelphiaPhillies,ArizonaD'Backs
St.LouisCardinals,CincinnatiReds
LosAngelesDodgers,MiamiMarlins
PittsburghPirates,MilwaukeeBrewers
BostonRedSox,MinnesotaTwins
SanDiegoPadres,SanFranciscoGiants
ChicagoCubs,TorontoBlueJays
NewYorkYankees,LosAngelesAngels
PhiladelphiaPhillies,ArizonaD'Backs
ColoradoRockies,AtlantaBraves
KansasCityRoyals,ChicagoWhiteSox
St.LouisCardinals,CincinnatiReds
BaltimoreOrioles,ClevelandGuardians
SeattleMariners,DetroitTigers
TampaBayRays,MiamiMarlins
PittsburghPirates,MilwaukeeBrewers
BostonRedSox,MinnesotaTwins
LosAngelesDodgers,NewYorkMets
SanDiegoPadres,SanFranciscoGiants
HoustonAstros,TexasRangers
ChicagoCubs,TorontoBlueJays
OaklandAthletics,WashingtonNationals
NewYorkYankees,LosAngelesAngels
PhiladelphiaPhillies,ArizonaD'Backs
ColoradoRockies,AtlantaBraves
KansasCityRoyals,ChicagoWhiteSox
St.LouisCardinals,CincinnatiReds
BaltimoreOrioles,ClevelandGuardians
SeattleMariners,DetroitTigers
TampaBayRays,MiamiMarlins
PittsburghPirates,MilwaukeeBrewers
BostonRedSox,MinnesotaTwins
LosAngelesDodgers,NewYorkMets
SanDiegoPadres,SanFranciscoGiants
HoustonAstros,TexasRangers
ChicagoCubs,TorontoBlueJays
OaklandAthletics,WashingtonNationals
MilwaukeeBrewers,ArizonaD'Backs
ColoradoRockies,AtlantaBraves
TexasRangers,BostonRedSox
KansasCityRoyals,ChicagoWhiteSox
BaltimoreOrioles,ClevelandGuardians
SeattleMariners,DetroitTigers
LosAngelesDodgers,NewYorkMets
OaklandAthletics,WashingtonNationals
HoustonAstros,LosAngelesAngels
MilwaukeeBrewers,ArizonaD'Backs
MiamiMarlins,AtlantaBraves
OaklandAthletics,BaltimoreOrioles
TexasRangers,BostonRedSox
MinnesotaTwins,ChicagoWhiteSox
ColoradoRockies,CincinnatiReds
SeattleMariners,ClevelandGuardians
KansasCityRoyals,DetroitTigers
SanDiegoPadres,LosAngelesDodgers
WashingtonNationals,NewYorkMets
TorontoBlueJays,PittsburghPirates
PhiladelphiaPhillies,SanFranciscoGiants
ChicagoCubs,St.LouisCardinals
NewYorkYankees,TampaBayRays
HoustonAstros,LosAngelesAngels
MilwaukeeBrewers,ArizonaD'Backs
MiamiMarlins,AtlantaBraves
OaklandAthletics,BaltimoreOrioles
TexasRangers,BostonRedSox
MinnesotaTwins,ChicagoWhiteSox
SeattleMariners,ClevelandGuardians
KansasCityRoyals,DetroitTigers
SanDiegoPadres,LosAngelesDodgers
WashingtonNationals,NewYorkMets
TorontoBlueJays,PittsburghPirates
PhiladelphiaPhillies,SanFranciscoGiants
ChicagoCubs,St.LouisCardinals
NewYorkYankees,TampaBayRays
HoustonAstros,LosAngelesAngels
MilwaukeeBrewers,ArizonaD'Backs
MiamiMarlins,AtlantaBraves
OaklandAthletics,BaltimoreOrioles
TexasRangers,BostonRedSox
MinnesotaTwins,ChicagoWhiteSox
ColoradoRockies,CincinnatiReds
ColoradoRockies,CincinnatiReds
SeattleMariners,ClevelandGuardians
KansasCityRoyals,DetroitTigers
SanDiegoPadres,LosAngelesDodgers
WashingtonNationals,NewYorkMets
TorontoBlueJays,PittsburghPirates
PhiladelphiaPhillies,SanFranciscoGiants
ChicagoCubs,St.LouisCardinals
NewYorkYankees,TampaBayRays
DetroitTigers,LosAngelesAngels
TorontoBlueJays,BaltimoreOrioles
TorontoBlueJays,BaltimoreOrioles
MilwaukeeBrewers,ColoradoRockies
TexasRangers,HoustonAstros
ClevelandGuardians,KansasCityRoyals
SanFranciscoGiants,LosAngelesDodgers
MinnesotaTwins,NewYorkYankees
ArizonaD'Backs,SanDiegoPadres
ChicagoWhiteSox,SeattleMariners
WashingtonNationals,St.LouisCardinals
BostonRedSox,TampaBayRays
DetroitTigers,LosAngelesAngels
TorontoBlueJays,BaltimoreOrioles
CincinnatiReds,ChicagoCubs
MilwaukeeBrewers,ColoradoRockies
TexasRangers,HoustonAstros
ClevelandGuardians,KansasCityRoyals
SanFranciscoGiants,LosAngelesDodgers
AtlantaBraves,OaklandAthletics
MiamiMarlins,PhiladelphiaPhillies
NewYorkMets,PittsburghPirates
ArizonaD'Backs,SanDiegoPadres
ChicagoWhiteSox,SeattleMariners
WashingtonNationals,St.LouisCardinals
BostonRedSox,TampaBayRays
DetroitTigers,LosAngelesAngels
TorontoBlueJays,BaltimoreOrioles
CincinnatiReds,ChicagoCubs
MilwaukeeBrewers,ColoradoRockies
TexasRangers,HoustonAstros
ClevelandGuardians,KansasCityRoyals
SanFranciscoGiants,LosAngelesDodgers
MinnesotaTwins,NewYorkYankees
MinnesotaTwins,NewYorkYankees
AtlantaBraves,OaklandAthletics
MiamiMarlins,PhiladelphiaPhillies
NewYorkMets,PittsburghPirates
NewYorkMets,PittsburghPirates
ArizonaD'Backs,SanDiegoPadres
ChicagoWhiteSox,SeattleMariners
WashingtonNationals,St.LouisCardinals
BostonRedSox,TampaBayRays
CincinnatiReds,ChicagoCubs
SanFranciscoGiants,MilwaukeeBrewers
SanFranciscoGiants,MilwaukeeBrewers
MinnesotaTwins,NewYorkYankees
ChicagoWhiteSox,OaklandAthletics
MiamiMarlins,PhiladelphiaPhillies
WashingtonNationals,St.LouisCardinals
BostonRedSox,BaltimoreOrioles
SanFranciscoGiants,ChicagoCubs
ArizonaD'Backs,ColoradoRockies
LosAngelesAngels,HoustonAstros
DetroitTigers,KansasCityRoyals
NewYorkMets,MiamiMarlins
CincinnatiReds,MilwaukeeBrewers
ClevelandGuardians,MinnesotaTwins
TampaBayRays,NewYorkYankees
ChicagoWhiteSox,OaklandAthletics
WashingtonNationals,PhiladelphiaPhillies
St.LouisCardinals,PittsburghPirates
LosAngelesDodgers,SanDiegoPadres
AtlantaBraves,SeattleMariners
TorontoBlueJays,TexasRangers
BostonRedSox,BaltimoreOrioles
SanFranciscoGiants,ChicagoCubs
ArizonaD'Backs,ColoradoRockies
LosAngelesAngels,HoustonAstros
DetroitTigers,KansasCityRoyals
NewYorkMets,MiamiMarlins
CincinnatiReds,MilwaukeeBrewers
ClevelandGuardians,MinnesotaTwins
TampaBayRays,NewYorkYankees
ChicagoWhiteSox,OaklandAthletics
WashingtonNationals,PhiladelphiaPhillies
St.LouisCardinals,PittsburghPirates
LosAngelesDodgers,SanDiegoPadres
AtlantaBraves,SeattleMariners
TorontoBlueJays,TexasRangers
BostonRedSox,BaltimoreOrioles
SanFranciscoGiants,ChicagoCubs
ArizonaD'Backs,ColoradoRockies
LosAngelesAngels,HoustonAstros
DetroitTigers,KansasCityRoyals
NewYorkMets,MiamiMarlins
CincinnatiReds,MilwaukeeBrewers
ClevelandGuardians,MinnesotaTwins
TampaBayRays,NewYorkYankees
ChicagoWhiteSox,OaklandAthletics
WashingtonNationals,PhiladelphiaPhillies
St.LouisCardinals,PittsburghPirates
LosAngelesDodgers,SanDiegoPadres
AtlantaBraves,SeattleMariners
TorontoBlueJays,TexasRangers
LosAngelesDodgers,ArizonaD'Backs
PittsburghPirates,CincinnatiReds
LosAngelesAngels,ClevelandGuardians
HoustonAstros,DetroitTigers
TexasRangers,MiamiMarlins
TexasRangers,MiamiMarlins
ChicagoCubs,NewYorkMets
AtlantaBraves,SanFranciscoGiants
TampaBayRays,TorontoBlueJays
LosAngelesDodgers,ArizonaD'Backs
NewYorkYankees,BostonRedSox
ColoradoRockies,ChicagoWhiteSox
PittsburghPirates,CincinnatiReds
PittsburghPirates,CincinnatiReds
LosAngelesAngels,ClevelandGuardians
HoustonAstros,DetroitTigers
PhiladelphiaPhillies,MiamiMarlins
KansasCityRoyals,MinnesotaTwins
ChicagoCubs,NewYorkMets
SanDiegoPadres,SeattleMariners
AtlantaBraves,SanFranciscoGiants
MilwaukeeBrewers,St.LouisCardinals
OaklandAthletics,TexasRangers
TampaBayRays,TorontoBlueJays
TampaBayRays,TorontoBlueJays
BaltimoreOrioles,WashingtonNationals
LosAngelesDodgers,ArizonaD'Backs
NewYorkYankees,BostonRedSox
ColoradoRockies,ChicagoWhiteSox
PittsburghPirates,CincinnatiReds
LosAngelesAngels,ClevelandGuardians
HoustonAstros,DetroitTigers
PhiladelphiaPhillies,MiamiMarlins
KansasCityRoyals,MinnesotaTwins
ChicagoCubs,NewYorkMets
SanDiegoPadres,SeattleMariners
AtlantaBraves,SanFranciscoGiants
MilwaukeeBrewers,St.LouisCardinals
OaklandAthletics,TexasRangers
TampaBayRays,TorontoBlueJays
BaltimoreOrioles,WashingtonNationals
SanDiegoPadres,ArizonaD'Backs
ChicagoWhiteSox,ClevelandGuardians
OaklandAthletics,HoustonAstros
PhiladelphiaPhillies,MiamiMarlins
KansasCityRoyals,MinnesotaTwins
PittsburghPirates,NewYorkMets
CincinnatiReds,St.LouisCardinals
TampaBayRays,TorontoBlueJays
SeattleMariners,LosAngelesAngels
SanDiegoPadres,ArizonaD'Backs
PhiladelphiaPhillies,AtlantaBraves
KansasCityRoyals,BostonRedSox
ColoradoRockies,ChicagoCubs
MinnesotaTwins,ClevelandGuardians
ChicagoWhiteSox,DetroitTigers
OaklandAthletics,HoustonAstros
NewYorkYankees,MilwaukeeBrewers
PittsburghPirates,NewYorkMets
LosAngelesDodgers,SanFranciscoGiants
CincinnatiReds,St.LouisCardinals
TexasRangers,TampaBayRays
BaltimoreOrioles,TorontoBlueJays
MiamiMarlins,WashingtonNationals
SeattleMariners,LosAngelesAngels
SanDiegoPadres,ArizonaD'Backs
PhiladelphiaPhillies,AtlantaBraves
KansasCityRoyals,BostonRedSox
ColoradoRockies,ChicagoCubs
MinnesotaTwins,ClevelandGuardians
MinnesotaTwins,ClevelandGuardians
ChicagoWhiteSox,DetroitTigers
OaklandAthletics,HoustonAstros
NewYorkYankees,MilwaukeeBrewers
PittsburghPirates,NewYorkMets
LosAngelesDodgers,SanFranciscoGiants
CincinnatiReds,St.LouisCardinals
CincinnatiReds,St.LouisCardinals
TexasRangers,TampaBayRays
BaltimoreOrioles,TorontoBlueJays
MiamiMarlins,WashingtonNationals
SeattleMariners,LosAngelesAngels
SanDiegoPadres,ArizonaD'Backs
PhiladelphiaPhillies,AtlantaBraves
KansasCityRoyals,BostonRedSox
ColoradoRockies,ChicagoCubs
MinnesotaTwins,ClevelandGuardians
ChicagoWhiteSox,DetroitTigers
OaklandAthletics,HoustonAstros
NewYorkYankees,MilwaukeeBrewers
PittsburghPirates,NewYorkMets
LosAngelesDodgers,SanFranciscoGiants
CincinnatiReds,St.LouisCardinals
